"OverallQual","Neighborhood","GarageCars","LandSlope","GrLivArea","WoodDeckSF","MSZoning","SaleType","BsmtUnfSF","YearRemodAdd","HouseStyle","BsmtQual","SalesPrice"
8,"Timber",2.0,"Gtl",2898,0,"RL","COD",0.0,1976,"1Story","Gd",286999.99999999977
5,"CollgCr",2.0,"Gtl",882,96,"RL","WD",276.0,1972,"1Story","TA",112500.00000000006
5,"NAmes",2.0,"Gtl",1264,0,"RL","WD",571.0,1960,"1Story","TA",167499.9999999999
8,"Timber",3.0,"Gtl",1646,192,"RL","New",125.0,2008,"1Story","Gd",293077.00000000023
5,"NAmes",1.0,"Gtl",1376,0,"RL","WD",359.0,1950,"1.5Fin","TA",105000.00000000003
6,"BrDale",1.0,"Gtl",1218,0,"RM","WD",355.0,1972,"2Story","TA",117999.99999999991
5,"SWISU",0.0,"Gtl",1928,0,"RH","WD",686.0,1995,"2Story","TA",159999.9999999999
7,"SWISU",2.0,"Gtl",3082,136,"RL","WD",301.0,1970,"2.5Fin","TA",197000.00000000012
8,"NoRidge",3.0,"Gtl",2520,209,"RL","WD",326.0,1993,"2Story","Gd",310000.0
7,"CollgCr",3.0,"Gtl",1654,0,"RL","WD",668.0,2002,"1Story","Gd",230000.0000000002
5,"Crawfor",1.0,"Gtl",954,0,"RL","WD",920.0,1950,"1Story","Fa",119749.99999999991
4,"Edwards",1.0,"Gtl",845,186,"RL","WD",0.0,1957,"1Story","_NA",83999.99999999996
9,"Timber",3.0,"Gtl",1620,228,"RL","WD",598.0,2008,"1Story","Ex",315500.00000000006
8,"CollgCr",2.0,"Gtl",2263,0,"RL","WD",1055.0,2002,"2Story","Gd",286999.99999999977
4,"MeadowV",0.0,"Gtl",1344,0,"RM","WD",546.0,2008,"2Story","TA",96999.99999999997
4,"MeadowV",1.0,"Gtl",630,0,"RM","WD",121.0,1970,"SFoyer","Gd",79999.99999999994
5,"Sawyer",2.0,"Gtl",1803,0,"RL","WD",284.0,2000,"1Story","TA",155000.0
6,"NWAmes",2.0,"Gtl",1632,0,"RL","WD",336.0,2000,"2Story","TA",172999.99999999988
6,"NridgHt",2.0,"Gtl",1306,170,"RL","WD",406.0,2005,"1Story","Gd",196000.00000000006
7,"SawyerW",2.0,"Gtl",2329,192,"RL","WD",390.0,1990,"2Story","Gd",262280.0000000002
8,"NWAmes",2.0,"Gtl",2524,474,"RL","WD",1420.0,1981,"1Story","Gd",277999.9999999999
3,"Edwards",2.0,"Gtl",1733,0,"RL","WD",0.0,1955,"1Story","_NA",139600.00000000006
9,"StoneBr",3.0,"Gtl",2868,214,"RL","New",1752.0,2006,"2Story","Ex",556581.0000000003
5,"CollgCr",2.0,"Gtl",990,0,"RL","WD",304.0,1995,"1Story","Gd",144999.99999999994
5,"Mitchel",2.0,"Gtl",1771,0,"RL","WD",0.0,2006,"1Story","_NA",115000.00000000009
4,"Edwards",1.0,"Gtl",930,0,"RL","WD",0.0,2006,"1Story","_NA",84900.0
7,"Gilbert",2.0,"Gtl",1302,0,"RL","New",1302.0,2007,"1Story","Gd",176485.0000000001
7,"CollgCr",2.0,"Gtl",1316,0,"RL","New",1316.0,2007,"1Story","Gd",200141.00000000006
6,"NAmes",2.0,"Gtl",1977,0,"RL","WD",374.0,1978,"2Story","TA",165000.00000000006
5,"Edwards",1.0,"Mod",1526,116,"RL","WD",833.0,2002,"1Story","TA",144499.99999999997
8,"CollgCr",2.0,"Gtl",1989,199,"RL","WD",133.0,2002,"2Story","Gd",254999.99999999985
6,"NWAmes",2.0,"Gtl",1523,0,"RL","COD",549.0,1976,"1Story","Gd",179999.99999999997
7,"NridgHt",2.0,"Gtl",1364,192,"RL","WD",705.0,2005,"1Story","Gd",185850.0000000001
7,"NoRidge",2.0,"Gtl",1850,168,"RL","WD",378.0,1994,"2Story","Gd",247999.9999999998
9,"NridgHt",3.0,"Gtl",2184,0,"RL","WD",168.0,2008,"2Story","Ex",334999.9999999999
6,"Crawfor",2.0,"Mod",1991,0,"RL","WD",0.0,1950,"1.5Fin","TA",219999.99999999985
8,"StoneBr",2.0,"Gtl",1338,0,"RL","WD",722.0,2001,"1Story","Gd",213500.00000000017
3,"IDOTRR",3.0,"Gtl",894,0,"C (all)","ConLD",894.0,1950,"1Story","TA",80999.99999999994
5,"OldTown",2.0,"Gtl",2337,0,"RM","WD",662.0,1950,"2Story","TA",89999.99999999997
6,"OldTown",2.0,"Gtl",1103,166,"RM","WD",706.0,1980,"1Story","TA",110500.00000000003
5,"NAmes",2.0,"Gtl",1154,0,"RL","WD",184.0,1966,"1Story","TA",154000.00000000003
7,"ClearCr",2.0,"Mod",2260,296,"RL","WD",105.0,1997,"2Story","Ex",327999.99999999977
6,"Gilbert",2.0,"Gtl",1571,0,"RL","WD",799.0,1994,"2Story","Gd",177999.99999999994
6,"NAmes",2.0,"Mod",1611,328,"RL","WD",0.0,1964,"2Story","TA",167900.00000000006
6,"MeadowV",2.0,"Gtl",2521,728,"RM","WD",105.0,1973,"2Story","Gd",151400.00000000003
5,"NAmes",2.0,"Gtl",893,0,"RL","WD",625.0,2003,"1.5Unf","TA",135000.00000000012
5,"NAmes",1.0,"Gtl",1048,0,"RL","WD",462.0,1956,"1Story","TA",135000.00000000012
6,"NWAmes",2.0,"Gtl",1556,0,"RL","WD",429.0,1968,"2Story","TA",154000.00000000003
5,"Edwards",1.0,"Gtl",1456,0,"RL","WD",810.0,1950,"1.5Fin","Fa",91500.0
6,"Edwards",2.0,"Gtl",1426,252,"RL","WD",155.0,1977,"2Story","TA",159500.00000000006
7,"CollgCr",3.0,"Gtl",1240,140,"RL","WD",1240.0,2006,"1Story","Gd",193999.99999999997
7,"Crawfor",1.0,"Gtl",1740,0,"RL","CWD",390.0,1984,"2Story","TA",219499.99999999997
5,"OldTown",2.0,"Gtl",1466,436,"RL","WD",170.0,1989,"1.5Fin","Fa",170000.0
5,"NAmes",1.0,"Gtl",1096,240,"RL","WD",230.0,1969,"1Story","TA",138799.99999999997
6,"CollgCr",2.0,"Gtl",848,140,"RM","WD",186.0,2004,"1Story","Gd",155900.0000000001
5,"CollgCr",1.0,"Gtl",990,0,"RL","WD",495.0,1994,"1Story","Gd",126000.00000000007
6,"NWAmes",2.0,"Gtl",1258,55,"RL","COD",602.0,2004,"1Story","TA",144999.99999999994
5,"Sawyer",1.0,"Gtl",1040,0,"RL","WD",216.0,1963,"1Story","TA",132999.99999999997
7,"CollgCr",2.0,"Gtl",1459,192,"RL","WD",1459.0,2002,"1Story","Gd",191999.99999999994
6,"NAmes",1.0,"Gtl",1251,0,"RL","WD",698.0,1964,"1Story","TA",159999.9999999999
6,"Gilbert",2.0,"Gtl",1498,315,"RL","WD",99.0,1996,"2Story","Gd",187500.00000000006
6,"SawyerW",2.0,"Gtl",996,120,"RL","WD",189.0,1992,"SFoyer","Gd",146999.9999999999
4,"MeadowV",1.0,"Gtl",1092,120,"RM","WD",212.0,1973,"2Story","TA",83499.99999999993
8,"Somerst",3.0,"Gtl",1953,160,"FV","WD",1082.0,2006,"2Story","Gd",252000.00000000017
7,"Edwards",2.0,"Gtl",1709,0,"RM","WD",970.0,2004,"2Story","Gd",137500.0
8,"Somerst",2.0,"Gtl",1247,0,"FV","WD",208.0,2005,"1Story","Gd",197000.00000000012
3,"NAmes",2.0,"Gtl",1040,0,"RL","WD",0.0,1950,"1Story","_NA",92899.99999999993
7,"Somerst",2.0,"Gtl",1252,0,"FV","WD",90.0,2000,"2Story","Gd",159999.9999999999
6,"SWISU",2.0,"Gtl",1694,342,"RL","WD",758.0,1950,"1.5Fin","TA",136500.0000000001
5,"NAmes",2.0,"Gtl",1200,0,"RL","WD",203.0,1998,"1Story","TA",145999.99999999994
5,"NAmes",1.0,"Gtl",936,0,"RL","WD",448.0,2000,"1Story","TA",129000.00000000006
6,"CollgCr",2.0,"Gtl",1314,0,"RL","WD",1290.0,2006,"1Story","Gd",176432.0000000001
6,"IDOTRR",0.0,"Gtl",1355,136,"RM","WD",684.0,2006,"2Story","TA",126999.99999999996
8,"StoneBr",2.0,"Gtl",1088,0,"RL","WD",1074.0,1986,"1Story","Gd",170000.0
4,"BrkSide",1.0,"Gtl",1324,0,"RM","WD",0.0,1950,"1.5Fin","TA",128000.00000000004
7,"NWAmes",2.0,"Gtl",1601,0,"RL","COD",567.0,1978,"1Story","Gd",156999.9999999999
2,"SWISU",1.0,"Gtl",438,0,"RL","WD",0.0,1950,"1Story","TA",60000.00000000002
5,"NAmes",1.0,"Gtl",950,0,"RL","WD",251.0,1971,"1Story","TA",119500.0
5,"NAmes",1.0,"Gtl",1134,0,"RL","WD",422.0,2002,"1Story","TA",135000.00000000012
6,"NAmes",2.0,"Gtl",1194,0,"RL","WD",0.0,1959,"1Story","TA",159500.00000000006
5,"BrDale",2.0,"Gtl",1302,0,"RM","WD",630.0,1970,"2Story","TA",106000.00000000004
8,"NoRidge",2.0,"Gtl",2622,186,"RL","WD",431.0,1995,"2Story","Ex",324999.9999999999
7,"SawyerW",2.0,"Gtl",1442,0,"RL","WD",172.0,1991,"1Story","Gd",179900.0
7,"Gilbert",2.0,"Gtl",2021,0,"RL","New",868.0,2006,"2Story","Ex",274725.0
6,"Gilbert",2.0,"Gtl",1690,100,"RL","WD",924.0,2000,"2Story","Gd",180999.99999999985
8,"NridgHt",3.0,"Gtl",1836,125,"RL","WD",797.0,2005,"1Story","Ex",279999.9999999998
6,"Gilbert",2.0,"Gtl",1658,224,"RL","WD",554.0,1996,"2Story","Gd",188000.00000000012
7,"NWAmes",2.0,"Gtl",1964,0,"RL","WD",400.0,1976,"2Story","TA",205000.0
5,"NAmes",1.0,"Gtl",816,0,"RL","WD",108.0,1957,"1Story","TA",129899.99999999996
5,"NAmes",1.0,"Gtl",1008,0,"RL","WD",365.0,2006,"1Story","TA",134500.00000000006
5,"OldTown",1.0,"Gtl",833,0,"RL","WD",418.0,2000,"1Story","TA",117000.0
8,"NridgHt",3.0,"Gtl",1734,0,"RL","New",730.0,2007,"1Story","Ex",317999.99999999994
8,"Gilbert",2.0,"Gtl",1419,120,"RL","WD",55.0,2002,"SLvl","Gd",184099.99999999997
5,"Sawyer",2.0,"Gtl",894,0,"RL","WD",192.0,2003,"1Story","TA",130000.00000000006
5,"Sawyer",1.0,"Gtl",1601,280,"RL","WD",533.0,1987,"SLvl","TA",139999.9999999999
5,"NAmes",1.0,"Gtl",1040,140,"RL","WD",671.0,1959,"1Story","TA",133700.0000000001
6,"IDOTRR",1.0,"Mod",1012,0,"RM","WD",1012.0,1950,"1Story","TA",118400.00000000004
7,"CollgCr",3.0,"Gtl",1552,144,"RL","New",1528.0,2006,"1Story","Gd",212899.99999999985
4,"Edwards",1.0,"Gtl",960,64,"RL","COD",672.0,1956,"1Story","TA",112000.00000000003
5,"Edwards",0.0,"Gtl",698,0,"RL","WD",698.0,2008,"1Story","TA",117999.99999999991
7,"Gilbert",2.0,"Gtl",1482,100,"RL","WD",384.0,1992,"SLvl","Gd",163899.99999999994
4,"NAmes",2.0,"Gtl",1005,0,"RL","WD",1005.0,1955,"1Story","TA",115000.00000000009
7,"Blmngtn",3.0,"Gtl",1555,143,"RL","WD",1373.0,2007,"1Story","Gd",173999.99999999997
7,"Gilbert",3.0,"Gtl",1530,144,"RL","WD",230.0,2004,"1Story","Gd",258999.99999999983
7,"Gilbert",2.0,"Gtl",1959,100,"RL","WD",847.0,2005,"2Story","Gd",215000.00000000006
5,"OldTown",2.0,"Gtl",936,49,"RM","WD",0.0,1980,"SFoyer","Gd",139999.9999999999
4,"SWISU",2.0,"Gtl",1981,431,"RL","WD",500.0,1950,"1.5Fin","TA",135000.00000000012
5,"Mitchel",0.0,"Gtl",974,0,"RL","Oth",762.0,1992,"1Story","Gd",93500.00000000007
6,"OldTown",1.0,"Gtl",2210,0,"RM","WD",1008.0,1950,"2Story","TA",117499.99999999996
8,"SawyerW",2.0,"Gtl",2020,0,"RL","WD",544.0,1995,"2Story","Gd",239499.99999999985
6,"Gilbert",2.0,"Gtl",1600,100,"RL","WD",916.0,1997,"2Story","Gd",169000.00000000012
6,"BrkSide",1.0,"Gtl",986,0,"RM","WD",960.0,1950,"1Story","TA",102000.00000000003
6,"NAmes",1.0,"Gtl",1252,0,"RL","WD",752.0,1950,"1.5Fin","TA",119000.0000000001
5,"Sawyer",0.0,"Gtl",1020,0,"RL","WD",780.0,1996,"1.5Fin","TA",94000.00000000006
6,"Mitchel",2.0,"Mod",1567,264,"RL","WD",0.0,1977,"1Story","TA",196000.00000000006
5,"BrkSide",2.0,"Gtl",1167,0,"RL","WD",270.0,1950,"1Story","TA",144000.00000000012
5,"NAmes",2.0,"Gtl",952,0,"RL","COD",100.0,1951,"1Story","TA",138999.99999999994
5,"NWAmes",2.0,"Gtl",1868,448,"RL","WD",399.0,1976,"2Story","TA",197499.99999999997
8,"CollgCr",3.0,"Gtl",2828,125,"RL","New",316.0,2007,"2Story","Ex",424869.99999999965
5,"Sawyer",0.0,"Gtl",1006,0,"RL","WD",718.0,1959,"1Story","TA",79999.99999999994
4,"Edwards",1.0,"Gtl",924,0,"RL","WD",324.0,1950,"1.5Fin","Gd",79999.99999999994
5,"BrkSide",1.0,"Gtl",1576,0,"RM","WD",1042.0,1950,"1.5Fin","TA",149000.00000000012
6,"SawyerW",2.0,"Gtl",1298,165,"RL","WD",40.0,1985,"1Story","Gd",179999.99999999997
7,"Crawfor",1.0,"Gtl",1564,0,"RL","WD",429.0,1950,"2Story","TA",174499.9999999999
7,"OldTown",1.0,"Gtl",1111,0,"RM","WD",572.0,1950,"1.5Fin","TA",116900.0
7,"OldTown",2.0,"Gtl",1482,0,"RM","WD",26.0,1988,"2Story","TA",142999.9999999999
6,"NAmes",1.0,"Gtl",932,0,"RL","WD",932.0,1950,"1Story","TA",124000.0000000001
5,"Edwards",2.0,"Gtl",1466,0,"RL","WD",1290.0,1959,"1Story","TA",149899.99999999994
6,"Crawfor",2.0,"Gtl",1811,0,"RL","WD",230.0,2004,"1Story","TA",230000.0000000002
6,"IDOTRR",1.0,"Gtl",816,0,"RM","WD",278.0,2007,"1Story","TA",120499.99999999994
7,"NAmes",2.0,"Gtl",1820,60,"RL","WD",410.0,1988,"2Story","TA",201800.00000000003
5,"Veenker",2.0,"Gtl",1437,0,"RL","WD",280.0,2004,"1Story","Gd",217999.9999999999
5,"NAmes",2.0,"Gtl",1265,0,"RL","WD",586.0,1999,"SLvl","TA",179900.0
7,"NridgHt",2.0,"Gtl",1314,172,"RL","WD",410.0,2008,"1Story","Gd",230000.0000000002
8,"Somerst",3.0,"Gtl",1580,0,"RL","ConLD",1580.0,2008,"1Story","Gd",235128.00000000017
6,"NWAmes",2.0,"Gtl",1876,0,"RL","WD",459.0,1974,"2Story","TA",185000.00000000006
6,"NPkVill",2.0,"Gtl",1456,26,"RL","WD",544.0,1978,"2Story","Gd",145999.99999999994
6,"Crawfor",2.0,"Gtl",1640,108,"RL","WD",568.0,2006,"1Story","TA",224000.0000000001
5,"Sawyer",2.0,"Gtl",894,0,"RL","WD",402.0,1968,"1Story","Gd",129000.00000000006
4,"Sawyer",2.0,"Gtl",1258,120,"RL","WD",0.0,1969,"SFoyer","Gd",108959.00000000004
5,"Veenker",2.0,"Gtl",1432,168,"RL","WD",289.0,1978,"SLvl","Gd",193999.99999999997
7,"NridgHt",2.0,"Gtl",1502,0,"RL","New",1502.0,2009,"1Story","Gd",233169.9999999999
8,"CollgCr",3.0,"Gtl",1694,160,"RL","WD",1694.0,2008,"1Story","Gd",245350.00000000012
6,"Gilbert",2.0,"Gtl",1671,0,"RL","WD",173.0,2000,"2Story","Gd",172999.99999999988
6,"Edwards",2.0,"Gtl",2108,0,"RL","WD",501.0,1986,"2Story","TA",234999.99999999994
10,"NoRidge",3.0,"Gtl",3627,361,"RL","WD",543.0,1996,"2Story","Ex",625000.0000000002
6,"Mitchel",1.0,"Gtl",1118,203,"RL","WD",574.0,1977,"SLvl","TA",171000.00000000003
6,"NAmes",2.0,"Gtl",1261,0,"RL","WD",599.0,1958,"1Story","TA",163000.00000000012
7,"Somerst",2.0,"Gtl",1250,0,"FV","WD",625.0,2007,"2Story","Gd",171899.99999999988
5,"ClearCr",0.0,"Gtl",3086,122,"RL","WD",977.0,1994,"1.5Fin","TA",200499.99999999997
6,"Crawfor",2.0,"Gtl",2345,0,"RL","WD",449.0,1950,"2Story","Gd",239000.00000000003
8,"NoRidge",2.0,"Gtl",2872,0,"RL","WD",983.0,2000,"1.5Fin","Gd",285000.0
5,"Mitchel",1.0,"Gtl",923,362,"RL","WD",218.0,1985,"1Story","TA",119500.0
6,"OldTown",1.0,"Gtl",1224,0,"RM","WD",350.0,2004,"1.5Fin","TA",115000.00000000009
5,"Crawfor",1.0,"Gtl",1343,192,"RL","WD",731.0,1950,"1.5Fin","TA",154900.00000000006
5,"Edwards",0.0,"Gtl",1124,0,"RL","WD",0.0,1954,"1Story","_NA",93000.0
7,"Timber",2.0,"Gtl",2514,0,"RL","WD",0.0,1991,"2Story","Gd",249999.99999999983
8,"Crawfor",2.0,"Mod",1652,162,"RM","New",120.0,2008,"1Story","Ex",392500.0000000001
5,"OldTown",2.0,"Gtl",1130,229,"RL","WD",299.0,1950,"1Story","TA",120000.00000000006
5,"Timber",3.0,"Mod",1572,0,"RL","WD",413.0,1963,"1Story","TA",186700.00000000006
5,"Edwards",1.0,"Gtl",1221,0,"RL","WD",392.0,1950,"1.5Fin","TA",104899.99999999994
3,"OldTown",2.0,"Mod",1699,0,"RL","WD",538.0,1970,"2Story","Fa",95000.00000000006
8,"NoRidge",3.0,"Gtl",1624,0,"RL","WD",168.0,1995,"1Story","Gd",261999.99999999985
7,"CollgCr",2.0,"Gtl",1660,144,"RL","WD",831.0,2002,"2Story","Gd",194999.99999999994
7,"Gilbert",2.0,"Gtl",1804,140,"RL","WD",994.0,1999,"2Story","TA",189000.0
4,"Mitchel",4.0,"Mod",1622,439,"RL","WD",90.0,1975,"1Story","TA",167999.99999999994
8,"Somerst",2.0,"Gtl",1441,206,"FV","WD",776.0,2000,"2Story","Gd",173999.99999999997
5,"OldTown",1.0,"Gtl",1472,0,"RM","WD",702.0,1994,"1.5Fin","TA",124999.99999999991
6,"Mitchel",2.0,"Gtl",1224,0,"RM","WD",341.0,1999,"1Story","Ex",165000.00000000006
6,"Sawyer",1.0,"Gtl",1352,379,"RL","WD",292.0,1969,"2Story","TA",158000.00000000012
6,"Gilbert",2.0,"Gtl",1456,100,"RL","WD",728.0,2005,"2Story","Gd",176000.00000000006
7,"Gilbert",3.0,"Gtl",1863,100,"RL","New",879.0,2006,"2Story","Gd",219210.00000000012
7,"OldTown",1.0,"Gtl",1690,0,"RM","ConLw",815.0,1950,"2.5Unf","TA",144000.00000000012
7,"CollgCr",2.0,"Gtl",1212,356,"RL","WD",1212.0,2001,"1Story","Gd",177999.99999999994
4,"Sawyer",2.0,"Gtl",1382,0,"RL","WD",504.0,1979,"1Story","TA",147999.9999999999
4,"NAmes",1.0,"Gtl",864,0,"RL","Oth",864.0,1970,"1Story","TA",116049.99999999997
7,"CollgCr",2.0,"Gtl",1779,198,"RL","WD",866.0,1998,"2Story","Gd",197900.00000000003
5,"BrkSide",1.0,"Gtl",1348,0,"RM","WD",884.0,1997,"1.5Fin","TA",117000.0
7,"CollgCr",2.0,"Gtl",1630,74,"RL","WD",1630.0,2001,"1Story","Gd",213000.00000000003
5,"NWAmes",2.0,"Gtl",1074,0,"RL","WD",268.0,1975,"1Story","Gd",153499.9999999999
7,"SawyerW",3.0,"Gtl",2196,84,"RL","WD",1496.0,1991,"1Story","Gd",271900.0000000001
4,"SawyerW",1.0,"Gtl",1056,0,"RH","WD",0.0,1966,"1Story","TA",107000.00000000003
6,"CollgCr",2.0,"Gtl",1700,192,"RL","WD",1342.0,2003,"1Story","Gd",200000.00000000006
5,"NAmes",2.0,"Gtl",1283,0,"RL","WD",319.0,1980,"1Story","TA",139999.9999999999
8,"Somerst",2.0,"Gtl",1660,322,"RL","New",440.0,2006,"1Story","Ex",289999.9999999999
6,"SawyerW",2.0,"Gtl",1845,635,"RL","WD",1055.0,1992,"2Story","Gd",189000.0
8,"Gilbert",2.0,"Mod",1752,325,"RL","WD",132.0,2005,"1.5Fin","Gd",163999.99999999988
4,"Edwards",1.0,"Gtl",672,0,"RL","WD",328.0,1950,"1Story","TA",113000.0
4,"Sawyer",1.0,"Gtl",960,88,"RL","WD",0.0,2001,"SLvl","TA",144999.99999999994
5,"NAmes",1.0,"Gtl",999,150,"RL","WD",141.0,1962,"SFoyer","TA",134500.00000000006
5,"Sawyer",1.0,"Gtl",894,0,"RL","WD",340.0,1966,"1Story","TA",124999.99999999991
6,"Sawyer",2.0,"Gtl",1902,0,"RM","WD",0.0,1978,"1.5Fin","_NA",112000.00000000003
8,"Somerst",2.0,"Gtl",1314,135,"FV","New",364.0,2009,"1Story","Gd",229456.00000000012
4,"BrkSide",0.0,"Gtl",912,0,"RM","WD",0.0,1950,"1.5Fin","_NA",80499.99999999999
6,"BrDale",0.0,"Gtl",1218,201,"RM","WD",672.0,1971,"2Story","TA",91500.0
5,"NAmes",1.0,"Gtl",912,0,"RL","WD",0.0,1964,"1Story","TA",115000.00000000009
5,"Sawyer",1.0,"Gtl",1211,0,"RL","WD",210.0,1968,"1Story","TA",134000.00000000006
6,"NAmes",1.0,"Gtl",1846,0,"RL","WD",844.0,1950,"1.5Fin","TA",142999.9999999999
5,"NAmes",2.0,"Gtl",2136,0,"RL","WD",1380.0,1951,"1Story","TA",137899.99999999994
7,"Gilbert",2.0,"Gtl",1490,100,"RL","WD",64.0,2005,"2Story","Gd",184000.0
6,"NAmes",1.0,"Gtl",1138,224,"RL","WD",81.0,1958,"SLvl","TA",144999.99999999994
6,"Somerst",3.0,"Gtl",1933,100,"RL","WD",894.0,2007,"2Story","Gd",214000.00000000006
5,"NAmes",2.0,"Gtl",912,0,"RL","WD",317.0,2008,"1Story","TA",146999.9999999999
9,"NridgHt",3.0,"Gtl",1702,0,"RL","New",162.0,2008,"1Story","Ex",367293.99999999994
5,"NAmes",1.0,"Gtl",1507,0,"RL","WD",409.0,1960,"SLvl","TA",126999.99999999996
5,"Sawyer",2.0,"Gtl",2620,155,"RL","WD",652.0,1977,"1.5Fin","Gd",190000.00000000012
5,"NAmes",2.0,"Gtl",1190,0,"RL","WD",303.0,1962,"SLvl","TA",132499.99999999994
4,"NAmes",2.0,"Gtl",1224,0,"RL","WD",0.0,1962,"1Story","_NA",101800.00000000003
5,"NAmes",2.0,"Gtl",1188,0,"RL","COD",188.0,1959,"1Story","TA",142000.00000000012
5,"SWISU",0.0,"Gtl",1964,0,"RH","WD",940.0,1950,"2Story","TA",130000.00000000006
5,"Crawfor",1.0,"Gtl",1784,203,"RL","WD",747.0,1950,"2Story","Gd",138887.00000000012
7,"NridgHt",2.0,"Gtl",1626,0,"RL","WD",764.0,2003,"2Story","Gd",175499.99999999988
7,"CollgCr",2.0,"Gtl",1948,100,"RL","WD",847.0,2005,"2Story","Gd",194999.99999999994
6,"SawyerW",2.0,"Gtl",1141,0,"RL","WD",1141.0,2005,"1Story","Gd",142500.0
8,"Timber",2.0,"Gtl",1484,120,"RL","WD",1048.0,2006,"1Story","Gd",265900.0000000002
7,"CollgCr",2.0,"Gtl",1768,0,"RL","WD",334.0,2003,"2Story","Gd",224899.99999999988
7,"Somerst",3.0,"Gtl",1689,0,"RL","New",1689.0,2007,"1Story","Gd",248327.99999999988
7,"NWAmes",2.0,"Gtl",1173,0,"RL","WD",0.0,1974,"SFoyer","Gd",170000.0
10,"NridgHt",3.0,"Gtl",2076,216,"RL","New",690.0,2006,"1Story","Ex",464999.9999999997
8,"Crawfor",2.0,"Mod",1517,0,"RL","WD",792.0,1950,"2Story","Gd",230000.0000000002
6,"NWAmes",2.0,"Gtl",1868,268,"RL","WD",585.0,2003,"SLvl","Gd",177999.99999999994
7,"Somerst",2.0,"Gtl",1553,0,"FV","New",756.0,2006,"2Story","Gd",186499.99999999985
6,"Mitchel",3.0,"Gtl",1034,0,"RL","WD",473.0,1976,"SLvl","TA",169899.99999999985
6,"OldTown",2.0,"Gtl",2058,0,"RM","WD",416.0,1950,"2.5Unf","Gd",129499.99999999991
5,"NAmes",1.0,"Gtl",988,0,"RL","WD",246.0,1950,"1Story","TA",119000.0000000001
7,"NAmes",2.0,"Gtl",2110,0,"RL","WD",1045.0,1968,"1Story","TA",243999.9999999998
7,"NridgHt",2.0,"Gtl",1405,148,"RL","WD",1405.0,2003,"1Story","Gd",171750.00000000003
5,"Mitchel",1.0,"Gtl",874,33,"RL","WD",354.0,1968,"1Story","TA",130000.00000000006
7,"Veenker",2.0,"Gtl",2167,220,"RL","WD",36.0,2003,"2Story","TA",293999.9999999999
7,"Edwards",2.0,"Gtl",1656,178,"RL","WD",746.0,2004,"2Story","Gd",165400.00000000006
6,"BrkSide",1.0,"Gtl",1367,0,"RM","WD",459.0,1950,"1.5Fin","TA",127499.99999999991
8,"NoRidge",2.0,"Gtl",1987,262,"RL","WD",672.0,1994,"1Story","Gd",301500.00000000023
5,"Edwards",0.0,"Gtl",864,0,"RL","WD",864.0,1950,"1Story","Fa",99900.0
7,"Gilbert",2.0,"Gtl",1166,212,"RL","WD",201.0,2005,"SLvl","Gd",190000.00000000012
6,"NAmes",2.0,"Gtl",1054,180,"RL","WD",14.0,1969,"1Story","Gd",151000.0000000001
6,"Gilbert",2.0,"Gtl",1675,0,"RL","WD",841.0,1999,"2Story","Gd",180999.99999999985
5,"NAmes",1.0,"Gtl",1050,0,"RL","WD",546.0,1956,"1Story","TA",128899.9999999999
4,"ClearCr",1.0,"Gtl",1788,120,"RL","WD",1104.0,1989,"1.5Fin","TA",161500.00000000006
6,"BrkSide",2.0,"Gtl",1824,0,"RL","WD",764.0,1950,"2Story","TA",180499.99999999988
6,"NAmes",2.0,"Gtl",1337,144,"RH","COD",1139.0,1999,"1Story","Gd",180999.99999999985
7,"Somerst",2.0,"Gtl",1452,0,"FV","WD",241.0,1999,"2Story","Gd",183899.99999999985
7,"OldTown",1.0,"Gtl",1889,0,"RM","WD",925.0,1950,"2.5Unf","TA",122000.0000000001
9,"Timber",3.0,"Gtl",2018,144,"RL","WD",2002.0,2009,"1Story","Ex",378499.99999999977
8,"Crawfor",3.0,"Mod",3447,314,"RL","WD",536.0,1997,"1.5Fin","TA",380999.99999999965
5,"NAmes",1.0,"Gtl",1524,0,"RL","WD",414.0,1958,"1.5Fin","TA",144000.00000000012
7,"ClearCr",2.0,"Sev",1524,268,"RL","WD",74.0,1979,"1Story","Gd",260000.00000000015
6,"NWAmes",2.0,"Gtl",1489,0,"RL","WD",1489.0,1968,"1Story","TA",185749.99999999994
5,"Sawyer",1.0,"Gtl",935,180,"RL","WD",0.0,1965,"1Story","TA",137000.00000000012
6,"Edwards",1.0,"Gtl",1357,0,"RL","WD",300.0,2006,"SLvl","TA",177000.00000000006
5,"Crawfor",2.0,"Gtl",1250,242,"RL","WD",661.0,2003,"1.5Fin","TA",138999.99999999994
5,"NAmes",2.0,"Gtl",1920,0,"RL","WD",708.0,1950,"2Story","TA",137000.00000000012
6,"NWAmes",2.0,"Gtl",1395,294,"RL","WD",130.0,1972,"2Story","TA",161999.99999999988
6,"NWAmes",2.0,"Gtl",1724,0,"RL","WD",1152.0,1976,"SLvl","Gd",197900.00000000003
8,"CollgCr",2.0,"Gtl",2031,0,"RL","WD",324.0,2002,"2Story","Gd",237000.00000000003
4,"IDOTRR",2.0,"Gtl",1128,30,"C (all)","COD",698.0,1950,"1.5Fin","TA",68399.99999999996
7,"CollgCr",2.0,"Gtl",1573,0,"RL","WD",785.0,2002,"1Story","Gd",226999.9999999998
